report_date,report_source,report_period,ext_massacres_cum,killed,killed_cum,ext_killed,ext_killed_cum,ext_killed_children_cum,ext_killed_women_cum,injured_cum,ext_injured,ext_injured_cum,ext_civdef_killed_cum,med_killed_cum,ext_med_killed_cum,press_killed_cum,ext_press_killed_cum,killed_children_cum,killed_women_cum,injured,massacres_cum,civdef_killed_cum,killed_truce_new,killed_committee,killed_recovered,killed_succumbed,aid_seeker_killed_cum,aid_seeker_injured_cum,child_famine_cum,famine_cum
2025-03-30,mohtel,24,12000,53.0,50330.0,53,50330,17954,12365,114284.0,189,114284,105,,1394,,206,,,189.0,,,53.0,,,,,,,
2025-03-31,mohtel,24,12000,27.0,50357.0,27,50357,17954,12365,114400.0,116,114400,111,1402.0,1402,,206,,,116.0,,111.0,27.0,,,,,,,
2025-04-01,mohtel,24,12000,42.0,50399.0,42,50399,17954,12365,114583.0,183,114583,111,,1402,209.0,209,,,183.0,,,41.0,,1.0,,,,,
2025-04-02,mohtel,24,12000,24.0,50423.0,24,50423,17954,12365,114638.0,55,114638,111,,1402,,209,,,55.0,,,24.0,,,,,,,
2025-04-03,mohtel,24,12000,100.0,50523.0,100,50523,17954,12365,114776.0,138,114776,111,,1402,,209,,,138.0,,,97.0,,3.0,,,,,
2025-04-04,mohtel,24,12000,86.0,50609.0,86,50609,17954,12365,115063.0,287,115063,111,,1402,,209,,,287.0,,,86.0,,,,,,,
2025-04-05,mohtel,24,12000,60.0,50669.0,60,50669,17954,12365,115225.0,162,115225,111,,1402,,209,,,162.0,,,60.0,,,,,,,
2025-04-06,mohtel,24,12000,26.0,50695.0,26,50695,17954,12365,115338.0,113,115338,111,,1402,,209,,,113.0,,,26.0,,,,,,,
2025-04-07,mohtel,24,12000,57.0,50752.0,57,50752,17954,12365,115475.0,137,115475,111,,1402,210.0,210,,,137.0,,,57.0,,,,,,,
2025-04-08,mohtel,24,12000,58.0,50810.0,58,50810,17954,12365,115688.0,213,115688,111,,1402,,210,,,213.0,,,58.0,,,,,,,
2025-04-09,mohtel,24,12000,36.0,50846.0,36,50846,17954,12365,115729.0,41,115729,111,,1402,211.0,211,,,41.0,,,33.0,,3.0,,,,,
2025-04-10,mohtel,24,12000,40.0,50886.0,40,50886,17954,12365,115875.0,146,115875,111,,1402,,211,,,146.0,,,40.0,,,,,,,
2025-04-11,mohtel,24,12000,26.0,50912.0,26,50912,17954,12365,115981.0,106,115981,111,,1402,,211,,,106.0,,,20.0,,6.0,,,,,
2025-04-12,mohtel,24,12000,21.0,50933.0,21,50933,17954,12365,116045.0,64,116045,111,,1402,,211,,,64.0,,,21.0,,,,,,,
2025-04-13,mohtel,24,12000,11.0,50944.0,11,50944,17954,12365,116156.0,111,116156,111,,1402,,211,,,111.0,,,11.0,,,,,,,
2025-04-14,mohtel,24,12000,39.0,50983.0,39,50983,17954,12365,116274.0,118,116274,111,,1402,,211,,,118.0,,,38.0,,1.0,,,,,
2025-04-15,mohtel,24,12000,17.0,51000.0,17,51000,17954,12365,116343.0,69,116343,111,,1402,,211,,,69.0,,,17.0,,,,,,,
2025-04-16,mohtel,24,12000,25.0,51025.0,25,51025,17954,12365,116432.0,89,116432,111,,1402,,211,,,89.0,,,22.0,,3.0,,,,,
2025-04-17,mohtel,24,12000,40.0,51065.0,40,51065,17954,12365,116505.0,73,116505,111,,1402,,211,,,73.0,,,39.0,,1.0,,,,,
2025-04-18,mohtel,0,12000,0.0,51065.0,0,51065,18000,12400,116505.0,0,116505,113,1402.0,1402,211.0,211,18000.0,12400.0,0.0,12000.0,113.0,,,,,,,,
2025-04-19,mohtel,48,12000,92.0,51157.0,92,51157,18000,12400,116724.0,219,116724,113,,1402,,211,,,219.0,,,92.0,,,,,,,
2025-04-20,mohtel,24,12000,44.0,51201.0,44,51201,18000,12400,116869.0,145,116869,113,,1402,,211,,,145.0,,,44.0,,,,,,,
2025-04-21,mohtel,24,12000,39.0,51240.0,39,51240,18000,12400,116931.0,62,116931,113,,1402,,211,,,62.0,,,37.0,,2.0,,,,,
2025-04-22,mohtel,24,12000,26.0,51266.0,26,51266,18000,12400,116991.0,60,116991,113,,1402,,211,,,60.0,,,26.0,,,,,,,
2025-04-23,mohtel,24,12000,39.0,51305.0,39,51305,18000,12400,117096.0,105,117096,113,,1402,,211,,,105.0,,,38.0,,1.0,,,,,
2025-04-24,mohtel,24,12000,50.0,51355.0,50,51355,18000,12400,117248.0,152,117248,113,,1402,,211,,,152.0,,,48.0,,2.0,,,,,
2025-04-25,mohtel,24,12000,84.0,51439.0,84,51439,18000,12400,117416.0,168,117416,113,,1402,212.0,212,,,168.0,,,78.0,,6.0,,,,,
2025-04-26,mohtel,24,12000,56.0,51495.0,56,51495,18000,12400,117524.0,108,117524,113,,1402,,212,,,108.0,,,49.0,,7.0,,,,,
2025-04-27,mohtel,24,12000,748.0,52243.0,748,52243,18000,12400,117639.0,115,117639,113,,1402,,212,,,115.0,,,40.0,697.0,11.0,,,,,
2025-04-28,mohtel,24,12000,71.0,52314.0,71,52314,18000,12400,117792.0,153,117792,113,,1402,,212,,,153.0,,,57.0,,14.0,,,,,
2025-04-29,mohtel,24,12000,51.0,52365.0,51,52365,18000,12400,117905.0,113,117905,113,,1402,,212,,,113.0,,,50.0,,1.0,,,,,
2025-04-30,mohtel,24,12000,35.0,52400.0,35,52400,18000,12400,118014.0,109,118014,113,,1402,,212,,,109.0,,,35.0,,,,,,,
2025-05-01,mohtel,24,12000,18.0,52418.0,18,52418,18000,12400,118091.0,77,118091,113,,1402,,212,,,77.0,,,17.0,,1.0,,,,,
2025-05-02,mohtel,0,12000,0.0,52418.0,0,52418,18000,12400,118091.0,0,118091,113,,1402,,212,,,0.0,,,,,,,,,,
2025-05-03,mohtel,48,12000,77.0,52495.0,77,52495,18000,12400,118366.0,275,118366,113,,1402,,212,,,275.0,,,70.0,,7.0,,,,,
2025-05-04,mohtel,24,12000,40.0,52535.0,40,52535,18000,12400,118491.0,125,118491,113,,1402,,212,,,125.0,,,40.0,,,,,,,
2025-05-05,mohtel,24,12000,32.0,52567.0,32,52567,18000,12400,118610.0,119,118610,113,,1402,,212,,,119.0,,,23.0,,9.0,,,,,
2025-05-06,mohtel,24,12000,48.0,52615.0,48,52615,18000,12400,118752.0,142,118752,113,,1402,,212,,,142.0,,,48.0,,,,,,,
2025-05-07,mohtel,24,12000,38.0,52653.0,38,52653,18000,12400,118897.0,145,118897,113,,1402,214.0,214,,,145.0,,,34.0,,4.0,,,,,
2025-05-08,mohtel,24,12000,107.0,52760.0,107,52760,18000,12400,119264.0,367,119264,113,1411.0,1411,214.0,214,18000.0,12400.0,367.0,,113.0,106.0,,1.0,,,,,
2025-05-09,mohtel,24,12000,27.0,52787.0,27,52787,18000,12400,119349.0,85,119349,113,,1411,,214,,,85.0,,,26.0,,1.0,,,,,
2025-05-10,mohtel,24,12000,23.0,52810.0,23,52810,18000,12400,119473.0,124,119473,113,,1411,,214,,,124.0,,,23.0,,,,,,,
2025-05-11,mohtel,24,12000,19.0,52829.0,19,52829,18000,12400,119554.0,81,119554,113,,1411,,214,,,81.0,,,18.0,,1.0,,,,,
2025-05-12,mohtel,24,12000,33.0,52862.0,33,52862,18000,12400,119648.0,94,119648,113,,1411,,214,,,94.0,,,29.0,,4.0,,,,,
2025-05-13,mohtel,24,12000,46.0,52908.0,46,52908,18000,12400,119721.0,73,119721,113,,1411,215.0,215,,,73.0,,,31.0,,15.0,,,,,
2025-05-14,mohtel,24,12000,20.0,52928.0,20,52928,18000,12400,119846.0,125,119846,113,,1411,,215,,,125.0,,,19.0,,1.0,,,,,
2025-05-15,mohtel,24,12000,82.0,53010.0,82,53010,18000,12400,119998.0,152,119998,113,,1411,217.0,217,,,152.0,,,82.0,,,,,,,
2025-05-16,mohtel,24,12000,109.0,53119.0,109,53119,18000,12400,120214.0,216,120214,113,,1411,,217,,,216.0,,,108.0,,1.0,,,,,
2025-05-17,mohtel,24,12000,153.0,53272.0,153,53272,18000,12400,120673.0,459,120673,113,,1411,,217,,,459.0,,,146.0,,7.0,,,,,
2025-05-18,mohtel,24,12000,67.0,53339.0,67,53339,18000,12400,121034.0,361,121034,113,,1411,,217,,,361.0,,,62.0,,5.0,,,,,
2025-05-19,mohtel,24,12000,136.0,53475.0,136,53475,18000,12400,121398.0,364,121398,113,,1411,219.0,219,,,364.0,,,125.0,,11.0,,,,,
2025-05-20,mohtel,24,12000,98.0,53573.0,98,53573,18000,12400,121688.0,290,121688,113,,1411,,219,,,290.0,,,87.0,,11.0,,,,,
2025-05-21,mohtel,24,12000,82.0,53655.0,82,53655,18000,12400,121950.0,262,121950,113,,1411,,219,,,262.0,,,82.0,,,,,,,
2025-05-22,mohtel,24,12000,107.0,53762.0,107,53762,18000,12400,122197.0,247,122197,113,,1411,,219,,,247.0,,,104.0,,3.0,,,,,
2025-05-23,mohtel,24,12000,60.0,53822.0,60,53822,18000,12400,122382.0,185,122382,113,,1411,,219,,,185.0,,,60.0,,,,,,,
2025-05-24,mohtel,24,12000,79.0,53901.0,79,53901,18000,12400,122593.0,211,122593,113,,1411,,219,,,211.0,,,74.0,,5.0,,,,,
2025-05-25,mohtel,24,12000,38.0,53939.0,38,53939,18000,12400,122797.0,204,122797,113,,1411,220.0,220,,,204.0,,,38.0,,,,,,,
2025-05-26,mohtel,24,12000,38.0,53977.0,38,53977,18000,12400,122966.0,169,122966,113,,1411,,220,,,169.0,,,37.0,,1.0,,,,,
2025-05-27,mohtel,24,12000,79.0,54056.0,79,54056,18000,12400,123129.0,163,123129,113,,1411,,220,,,163.0,,,79.0,,,,,,,
2025-05-28,mohtel,24,12000,28.0,54084.0,28,54084,18000,12400,123308.0,179,123308,115,1580.0,1580,221.0,221,,,179.0,,115.0,23.0,,5.0,,,,,
2025-05-29,mohtel,24,12000,165.0,54249.0,165,54249,18000,12400,123492.0,184,123492,115,,1580,,221,,,184.0,,,62.0,98.0,5.0,,,,,
2025-05-30,mohtel,24,12000,72.0,54321.0,72,54321,18000,12400,123770.0,278,123770,115,,1580,,221,,,278.0,,,72.0,,,,,,,
2025-05-31,mohtel,24,12000,60.0,54381.0,60,54381,18000,12400,124054.0,284,124054,115,,1580,,221,,,284.0,,,59.0,,1.0,,,,,
2025-06-01,mohtel,24,12000,37.0,54418.0,37,54418,18000,12400,124190.0,136,124190,115,,1580,,221,,,136.0,,,32.0,,5.0,,,,,
2025-06-02,mohtel,24,12000,52.0,54470.0,52,54470,18000,12400,124693.0,503,124693,115,,1580,,221,,,503.0,,,51.0,,1.0,,75.0,400.0,,
2025-06-03,mohtel,24,12000,40.0,54510.0,40,54510,18000,12400,124901.0,208,124901,115,,1580,,221,,,208.0,,,39.0,,1.0,,,,,
2025-06-04,mohtel,24,12000,97.0,54607.0,97,54607,18000,12400,125341.0,440,125341,115,,1580,,221,,,440.0,,,95.0,,2.0,,,,,
2025-06-05,mohtel,24,12000,70.0,54677.0,70,54677,18000,12400,125530.0,189,125530,115,,1580,225.0,225,,,189.0,,,67.0,,3.0,,,,,
2025-06-06,mohtel,0,12000,0.0,54677.0,0,54677,18000,12400,125530.0,0,125530,115,,1580,226.0,226,,,0.0,,,,,,,,,,
2025-06-07,mohtel,48,12000,95.0,54772.0,95,54772,18000,12400,125834.0,304,125834,115,,1580,,226,,,304.0,,,95.0,,,,110.0,1000.0,,
2025-06-08,mohtel,24,12000,108.0,54880.0,108,54880,18000,12400,126227.0,393,126227,115,,1580,,226,,,393.0,,,106.0,,2.0,,115.0,1110.0,,
2025-06-09,mohtel,24,12000,47.0,54927.0,47,54927,18000,12400,126615.0,388,126615,115,,1580,,226,,,388.0,,,46.0,,1.0,,127.0,1287.0,,
2025-06-10,mohtel,24,12000,54.0,54981.0,54,54981,18000,12400,126920.0,305,126920,115,1583.0,1583,227.0,227,,,305.0,,,52.0,,2.0,,163.0,1495.0,,
2025-06-11,mohtel,24,12000,123.0,55104.0,123,55104,18000,12400,127394.0,474,127394,115,,1583,,227,,,474.0,,,120.0,,3.0,,224.0,1858.0,,
2025-06-12,mohtel,24,12000,103.0,55207.0,103,55207,18000,12400,127821.0,427,127821,115,,1583,,227,,,427.0,,,103.0,,,,245.0,2152.0,,
2025-06-13,mohtel,0,12000,0.0,55207.0,0,55207,18000,12400,127821.0,0,127821,115,,1583,,227,,,0.0,,,,,,,,,,
2025-06-14,mohtel,48,12000,90.0,55297.0,90,55297,18000,12400,128426.0,605,128426,115,,1583,,227,,,605.0,,,90.0,,,,274.0,2532.0,,
2025-06-15,mohtel,24,12000,65.0,55362.0,65,55362,18000,12400,128741.0,315,128741,115,,1583,,227,,,315.0,,,57.0,,8.0,,300.0,2649.0,,
2025-06-16,mohtel,24,12000,70.0,55432.0,70,55432,18000,12400,128923.0,182,128923,115,,1583,,227,,,182.0,,,68.0,,2.0,,338.0,2831.0,,
2025-06-17,mohtel,24,12000,61.0,55493.0,61,55493,18000,12400,129320.0,397,129320,115,,1583,,227,,,397.0,,,55.0,,6.0,,397.0,3031.0,,
2025-06-18,mohtel,24,12000,144.0,55637.0,144,55637,18000,12400,129880.0,560,129880,115,,1583,,227,,,560.0,,,140.0,,4.0,,,,,
2025-06-19,mohtel,24,12000,69.0,55706.0,69,55706,18000,12400,130101.0,221,130101,115,,1583,,227,,,221.0,,,67.0,,2.0,,,,,
2025-06-20,mohtel,0,12000,0.0,55706.0,0,55706,18000,12400,130101.0,0,130101,115,,1583,,227,,,0.0,,,,,,,,,,
2025-06-21,mohtel,48,12000,202.0,55908.0,202,55908,18000,12400,131138.0,1037,131138,115,,1583,,227,,,1037.0,,,198.0,,4.0,,450.0,3466.0,,
2025-06-22,mohtel,24,12000,51.0,55959.0,51,55959,18000,12400,131242.0,104,131242,115,,1583,,227,,,104.0,,,48.0,,3.0,,,,,
2025-06-23,mohtel,24,12000,39.0,55998.0,39,55998,18000,12400,131559.0,317,131559,115,,1583,,227,,,317.0,,,38.0,,1.0,,467.0,3602.0,,
2025-06-24,mohtel,24,12000,79.0,56077.0,79,56077,18000,12400,131848.0,289,131848,115,,1583,,227,,,289.0,,,74.0,,5.0,,516.0,3799.0,,
2025-06-25,mohtel,24,12000,79.0,56156.0,79,56156,18000,12400,132239.0,391,132239,115,,1583,,227,,,391.0,,,74.0,,5.0,,549.0,4066.0,,
2025-06-26,mohtel,24,12000,103.0,56259.0,103,56259,18000,12400,132458.0,219,132458,115,,1583,,227,,,219.0,,,103.0,,,,,,,
2025-06-27,mohtel,24,12000,72.0,56331.0,72,56331,18000,12400,132632.0,174,132632,115,,1583,,227,,,174.0,,,72.0,,,,,,,
2025-06-28,mohtel,24,12000,81.0,56412.0,81,56412,18000,12400,133054.0,422,133054,115,,1583,,227,,,422.0,,,81.0,,,,,,,
2025-06-29,mohtel,24,12000,88.0,56500.0,88,56500,18000,12400,133419.0,365,133419,115,,1583,,227,,,365.0,,,86.0,,2.0,,583.0,4186.0,,
2025-06-30,mohtel,24,12000,31.0,56531.0,31,56531,18000,12400,133642.0,223,133642,115,,1583,,227,,,223.0,,,28.0,,3.0,,,,,
2025-07-01,mohtel,24,12000,116.0,56647.0,116,56647,18000,12400,134105.0,463,134105,115,,1583,228.0,228,,,463.0,,,112.0,,4.0,,601.0,4278.0,,
2025-07-02,mohtel,24,12000,365.0,57012.0,365,57012,18000,12400,134592.0,487,134592,115,1584.0,1584,,228,,,487.0,,,139.0,223.0,3.0,,640.0,4488.0,,
2025-07-03,mohtel,24,12000,118.0,57130.0,118,57130,18000,12400,135173.0,581,135173,115,,1584,,228,,,581.0,,,118.0,,,,652.0,4537.0,,
2025-07-04,mohtel,24,12000,138.0,57268.0,138,57268,18000,12400,135625.0,452,135625,115,,1584,,228,,,452.0,,,138.0,,,,714.0,4837.0,,
2025-07-05,mohtel,24,12000,70.0,57338.0,70,57338,18000,12400,135957.0,332,135957,115,,1584,,228,,,332.0,,,70.0,,,,743.0,4891.0,,
2025-07-06,mohtel,24,12000,80.0,57418.0,80,57418,18000,12400,136261.0,304,136261,115,,1584,,228,,,304.0,,,80.0,,,,751.0,4931.0,,
2025-07-07,mohtel,24,12000,105.0,57523.0,105,57523,18000,12400,136617.0,356,136617,115,,1584,,228,,,356.0,,,104.0,,1.0,,758.0,5005.0,,
2025-07-08,mohtel,24,12000,52.0,57575.0,52,57575,18000,12400,136879.0,262,136879,115,,1584,,228,,,262.0,,,49.0,,3.0,,766.0,5044.0,,
2025-07-09,mohtel,24,12000,105.0,57680.0,105,57680,18000,12400,137409.0,530,137409,115,,1584,,228,,,530.0,,,105.0,,,,773.0,5101.0,,
2025-07-10,mohtel,24,12000,82.0,57762.0,82,57762,18000,12400,137656.0,247,137656,115,,1584,229.0,229,,,247.0,,,82.0,,,,782.0,5179.0,,
2025-07-11,mohtel,24,12000,61.0,57823.0,61,57823,18000,12400,137887.0,231,137887,115,,1584,,229,,,231.0,,,61.0,,,,788.0,5199.0,,
2025-07-12,mohtel,24,12000,59.0,57882.0,59,57882,18000,12400,138095.0,208,138095,115,,1584,,229,,,208.0,,,50.0,,9.0,,805.0,5252.0,,
2025-07-13,mohtel,24,12000,144.0,58026.0,144,58026,18000,12400,138520.0,425,138520,115,1585.0,1585,,229,,,425.0,,,139.0,,5.0,,833.0,5432.0,,
2025-07-14,mohtel,24,12000,360.0,58386.0,360,58386,18000,12400,139077.0,557,139077,115,,1585,,229,,,557.0,,,117.0,240.0,3.0,,838.0,5575.0,,
2025-07-15,mohtel,24,12000,93.0,58479.0,93,58479,18000,12400,139355.0,278,139355,115,,1585,,229,,,278.0,,,88.0,,5.0,,844.0,5604.0,,
2025-07-16,mohtel,24,12000,94.0,58573.0,94,58573,18000,12400,139607.0,252,139607,115,,1585,,229,,,252.0,,,94.0,,,,851.0,5634.0,,
2025-07-17,mohtel,24,12000,94.0,58667.0,94,58667,18000,12400,139974.0,367,139974,115,,1585,,229,,,367.0,,,93.0,,1.0,,877.0,5666.0,,
2025-07-18,mohtel,0,12000,0.0,58667.0,0,58667,19000,12500,139974.0,0,139974,122,1590.0,1590,,229,19000.0,12500.0,0.0,,122.0,0.0,,,,877.0,5666.0,,
2025-07-19,mohtel,48,12000,98.0,58765.0,98,58765,19000,12500,140485.0,511,140485,122,,1590,,229,,,511.0,,,95.0,,3.0,,891.0,5754.0,,
2025-07-20,mohtel,24,12000,130.0,58895.0,130,58895,19000,12500,140980.0,495,140980,122,,1590,,229,,,495.0,,,128.0,,2.0,,922.0,5861.0,76.0,86.0
2025-07-21,mohtel,24,12000,134.0,59029.0,134,59029,19000,12500,142135.0,1155,142135,122,,1590,,229,,,1155.0,,,130.0,,4.0,,1021.0,6511.0,76.0,104.0
2025-07-22,mohtel,24,12000,77.0,59106.0,77,59106,19000,12500,142511.0,376,142511,122,,1590,,229,,,376.0,,,72.0,,5.0,,1026.0,6563.0,80.0,101.0
2025-07-23,mohtel,24,12000,113.0,59219.0,113,59219,19000,12500,143045.0,534,143045,122,,1590,231.0,231,,,534.0,,,100.0,,13.0,,1060.0,7207.0,80.0,111.0
2025-07-24,mohtel,24,12000,368.0,59587.0,368,59587,19000,12500,143498.0,453,143498,122,,1590,,231,,,453.0,,,79.0,279.0,10.0,,1083.0,7275.0,80.0,113.0
2025-07-25,mohtel,24,12000,89.0,59676.0,89,59676,19000,12500,143965.0,467,143965,122,,1590,232.0,232,,,467.0,,,80.0,,9.0,,1092.0,7320.0,83.0,122.0
2025-07-26,mohtel,24,12000,57.0,59733.0,57,59733,19000,12500,144477.0,512,144477,122,,1590,,232,,,512.0,,,54.0,,3.0,,1121.0,7485.0,85.0,127.0
2025-07-27,mohtel,24,12000,88.0,59821.0,88,59821,19000,12500,144851.0,374,144851,122,,1590,,232,,,374.0,,,76.0,,12.0,,1132.0,7521.0,87.0,133.0
2025-07-28,mohtel,24,12000,100.0,59921.0,100,59921,19000,12500,145233.0,382,145233,122,,1590,,232,,,382.0,,,98.0,,2.0,,1157.0,7758.0,88.0,147.0
2025-07-29,mohtel,24,12000,113.0,60034.0,113,60034,19000,12500,145870.0,637,145870,122,,1590,,232,,,637.0,,,112.0,,1.0,,1179.0,7957.0,88.0,147.0
2025-07-30,mohtel,24,12000,104.0,60138.0,104,60138,19000,12500,146269.0,399,146269,122,,1590,,232,,,399.0,,,103.0,,1.0,,1239.0,8152.0,89.0,154.0
2025-07-31,mohtel,24,12000,111.0,60249.0,111,60249,19000,12500,147089.0,820,147089,122,,1590,,232,,,820.0,,,111.0,,,,1330.0,8818.0,90.0,159.0
2025-08-01,mohtel,24,12000,83.0,60332.0,83,60332,19000,12500,147643.0,554,147643,122,,1590,,232,,,554.0,,,82.0,,1.0,,1383.0,9218.0,92.0,162.0
2025-08-02,mohtel,24,12000,98.0,60430.0,98,60430,19000,12500,148722.0,1079,148722,122,,1590,,232,,,1079.0,,,83.0,,15.0,,1422.0,10067.0,93.0,169.0
2025-08-03,mohtel,24,12000,409.0,60839.0,409,60839,19000,12500,149588.0,866,149588,122,,1590,,232,,,866.0,,,104.0,290.0,15.0,,1487.0,10578.0,93.0,175.0
2025-08-04,mohtel,24,12000,94.0,60933.0,94,60933,19000,12500,150027.0,439,150027,122,,1590,,232,,,439.0,,,90.0,,4.0,,1516.0,10878.0,93.0,180.0
2025-08-05,mohtel,24,12000,87.0,61020.0,87,61020,19000,12500,150671.0,644,150671,122,,1590,,232,,,644.0,,,79.0,,8.0,,1568.0,11230.0,94.0,188.0
2025-08-06,mohtel,24,12000,138.0,61158.0,138,61158,19000,12500,151442.0,771,151442,122,,1590,,232,,,771.0,,,135.0,,3.0,,1655.0,11800.0,96.0,193.0
2025-08-07,mohtel,24,12000,100.0,61258.0,100,61258,19000,12500,152045.0,603,152045,122,,1590,,232,,,603.0,,,98.0,,2.0,,1706.0,12030.0,96.0,197.0
2025-08-08,mohtel,24,12000,72.0,61330.0,72,61330,19000,12500,152359.0,314,152359,122,,1590,,232,,,314.0,,,72.0,,,,1722.0,12249.0,98.0,201.0
2025-08-09,mohtel,24,12000,39.0,61369.0,39,61369,19000,12500,152850.0,491,152850,122,,1590,,232,,,491.0,,,38.0,,1.0,,1743.0,12590.0,98.0,212.0
2025-08-10,mohtel,24,12000,61.0,61430.0,61,61430,19000,12500,153213.0,363,153213,122,,1590,238.0,238,,,363.0,,,59.0,,2.0,,1778.0,12894.0,100.0,217.0
2025-08-11,mohtel,24,12000,69.0,61499.0,69,61499,19000,12500,153575.0,362,153575,122,,1590,,238,,,362.0,,,68.0,,1.0,,1807.0,13021.0,101.0,222.0
2025-08-12,mohtel,24,12000,100.0,61599.0,100,61599,19000,12500,154088.0,513,154088,122,,1590,,238,,,513.0,,,89.0,,11.0,,1838.0,13409.0,103.0,227.0
2025-08-13,mohtel,24,12000,123.0,61722.0,123,61722,19000,12500,154525.0,437,154525,122,,1590,,238,,,437.0,,,123.0,,,,1859.0,13594.0,106.0,235.0
2025-08-14,mohtel,24,12000,54.0,61776.0,54,61776,19000,12500,154906.0,381,154906,122,,1590,,238,,,381.0,,,50.0,,4.0,,1881.0,13863.0,106.0,239.0
2025-08-15,mohtel,24,12000,51.0,61827.0,51,61827,19000,12500,155275.0,369,155275,122,,1590,,238,,,369.0,,,49.0,,2.0,,1898.0,14113.0,107.0,240.0
2025-08-16,mohtel,24,12000,70.0,61897.0,70,61897,19000,12500,155660.0,385,155660,122,,1590,,238,,,385.0,,,62.0,,8.0,,1924.0,14288.0,108.0,251.0
2025-08-17,mohtel,24,12000,47.0,61944.0,47,61944,19000,12500,155886.0,226,155886,122,,1590,,238,,,226.0,,,38.0,,9.0,,1938.0,14420.0,110.0,258.0
2025-08-18,mohtel,24,12000,60.0,62004.0,60,62004,19000,12500,156230.0,344,156230,122,,1590,,238,,,344.0,,,60.0,,,,1965.0,14701.0,112.0,263.0
2025-08-19,mohtel,24,12000,60.0,62064.0,60,62064,19000,12500,156573.0,343,156573,122,,1590,239.0,239,,,343.0,,,58.0,,2.0,,1996.0,14898.0,112.0,266.0
2025-08-20,mohtel,24,12000,58.0,62122.0,58,62122,19000,12500,156758.0,185,156758,122,,1590,,239,,,185.0,,,56.0,,2.0,,2018.0,14947.0,112.0,269.0
2025-08-21,mohtel,24,12000,70.0,62192.0,70,62192,19000,12500,157114.0,356,157114,122,,1590,,239,,,356.0,,,70.0,,,,2036.0,15064.0,112.0,271.0
2025-08-22,mohtel,24,12000,71.0,62263.0,71,62263,19000,12500,157365.0,251,157365,122,,1590,,239,,,251.0,,,71.0,,,,2060.0,15197.0,112.0,273.0
2025-08-23,mohtel,24,12000,359.0,62622.0,359,62622,19000,12500,157673.0,308,157673,122,,1590,,239,,,308.0,,,61.0,298.0,,,2076.0,15308.0,114.0,281.0
2025-08-24,mohtel,24,12000,64.0,62686.0,64,62686,19000,12500,157951.0,278,157951,122,,1590,,239,,,278.0,,,64.0,,,,2095.0,15431.0,115.0,289.0
2025-08-25,mohtel,24,12000,58.0,62744.0,58,62744,19000,12500,158259.0,308,158259,122,,1590,244.0,244,,,308.0,,,58.0,,,,2123.0,15615.0,117.0,300.0
2025-08-26,mohtel,24,12000,75.0,62819.0,75,62819,19000,12500,158629.0,370,158629,138,,1590,246.0,246,,,370.0,,138.0,75.0,,,,2140.0,15737.0,117.0,303.0
2025-08-27,mohtel,24,12000,76.0,62895.0,76,62895,19000,12500,158927.0,298,158927,138,,1590,,246,,,298.0,,,76.0,,,,2158.0,15843.0,119.0,313.0
2025-08-28,mohtel,24,12000,71.0,62966.0,71,62966,19000,12500,159266.0,339,159266,138,,1590,,246,,,339.0,,,71.0,,,,2180.0,16046.0,121.0,317.0
2025-08-29,mohtel,24,12000,59.0,63025.0,59,63025,19000,12500,159490.0,224,159490,138,,1590,,246,,,224.0,,,59.0,,,,2203.0,16228.0,123.0,322.0
2025-08-30,mohtel,24,12000,346.0,63371.0,346,63371,19000,12500,159835.0,345,159835,138,,1590,,246,,,345.0,,,62.0,280.0,4.0,,2218.0,16434.0,124.0,332.0
2025-08-31,mohtel,24,12000,88.0,63459.0,88,63459,19000,12500,160256.0,421,160256,138,,1590,247.0,247,,,421.0,,,88.0,,,,2248.0,16600.0,124.0,339.0
2025-09-01,mohtel,24,12000,98.0,63557.0,98,63557,19000,12500,160660.0,404,160660,138,,1590,,247,,,404.0,,,98.0,,,,2294.0,16839.0,127.0,348.0
2025-09-02,mohtel,24,12000,76.0,63633.0,76,63633,19000,12500,160914.0,254,160914,138,,1590,248.0,248,,,254.0,,,76.0,,,,2306.0,16929.0,130.0,361.0
2025-09-03,mohtel,24,12000,113.0,63746.0,113,63746,19000,12500,161245.0,331,161245,138,,1590,,248,,,331.0,,,113.0,,,,2339.0,17070.0,131.0,367.0
2025-09-04,mohtel,24,12000,485.0,64231.0,485,64231,19000,12500,161583.0,338,161583,138,,1590,,248,,,338.0,,,84.0,401.0,,,2356.0,17244.0,131.0,370.0
2025-09-05,mohtel,24,12000,69.0,64300.0,69,64300,20000,12500,162005.0,422,162005,139,1670.0,1670,248.0,248,20000.0,12500.0,422.0,,139.0,69.0,,,,2362.0,17434.0,134.0,376.0
2025-09-06,mohtel,24,12000,68.0,64368.0,68,64368,20000,12500,162367.0,362,162367,139,,1670,,248,,,362.0,,,60.0,,8.0,,2385.0,17577.0,135.0,382.0
2025-09-07,mohtel,24,12000,87.0,64455.0,87,64455,20000,12500,162776.0,409,162776,139,,1670,,248,,,409.0,,,83.0,,4.0,,2416.0,17709.0,138.0,387.0
2025-09-08,mohtel,24,12000,67.0,64522.0,67,64522,20000,12500,163096.0,320,163096,139,,1670,,248,,,320.0,,,65.0,,2.0,,2430.0,17794.0,140.0,393.0
